language,id,country,user_type,organization,surname,feedback,status,company_size,first_name,reference_initiative,date_feedback,publication,publication_id,publication_status,tr_number,scope,governance_level
en,2665530,BEL,ngo,European Cancer Organisation,de Martini,"Because AI systems used in healthcare must be trustworthy and because lives and patients’ outcomes depend on it, the European Cancer Organisation recognises the necessity of a strong pan European framework to ensure the trustworthiness of AI in healthcare. The European Cancer Organisation therefore welcomes the aim of the European Commission to address a number of legal and ethical issues, raised by AI, to foster the development and uptake of AI.  

- As the applications of AI systems in healthcare are still at a comparatively early stage, with many innovations still occurring, the European Cancer Organisation agrees with the European Commission’s intended approach of maintaining evolving definitions in the field of AI regulation. 

- Fundamental to the success of AI, and its regulation, including ensuring its safety, reliability and trustworthiness are the crucial requirements of data quality, transparency and human oversight. This should be embedded in the EU’s approach to AI regulation. 
 
- The European Cancer Organisation welcomes efforts made to ensure that regulation is proportionate to risk, including for AI. Most applications of AI in clinical settings will be classified as high risk under this new regulation, meaning that a conformity assessment process will be required to permit the use of the AI function. It is of great importance that the conformity assessment process includes the possibility for healthcare professional views and perspectives to be taken into consideration during this decision-making. Healthcare professionals are not only a key end user, but also have high consciousness of the practical safety risks and ethical considerations.
 
- Specific consideration is required on the integration of this new regulation with existing EU regulations in the field of health. An example in this regard is the Medical Devices Regulation which already regulates “AI with an intended medical purpose”. As the healthcare environment is already highly regulated, it is important that the AI Regulation does not overlap with other conformity assessment schemes and surveillance systems. Conflicting regulations should be avoided not to overcomplicate decisions in clinical settings.
",PUBLISHED,small,Amélie,COM(2021)206,2021-08-06 12:22:21,withinfo,24212003,closed,51022176260-12,,
en,2665528,BEL,ngo,European Patients' Forum (EPF),Calabro,"EPF welcomes the EC’s endeavours to develop a European framework for artificial intelligence (AI) based on excellence, trust, human rights, and fundamental values. In healthcare, it is essential to adopt an approach aimed at ensuring the creation of an ethical, transparent, and trustworthy AI within an environment that fosters innovation bringing concrete added value to patients. EPF calls for particular attention on ensuring that AI in healthcare enhances society and is an enabler of – and not a threat to – patients’ rights and wellbeing, guaranteeing that the value of real human contact is not minimised or entirely replaced by technological alternatives.

AI has the potential to transform care delivery methods and can provide great benefits at several levels of the healthcare value chain. However, there may also be unrealistic expectations. AI has risks, limitations and concerns including ethical, technical, and legal, which are often closely connected and should be considered when adopting a new framework on AI.

There are risks of limiting human autonomy if AI were to make a calculation on risk or restrict a patient’s right to free, fully informed choice of treatment. Maintaining human oversight of AI-based decisions and the decisions flowing from them is thus particularly important in healthcare. AI must be seen as a support tool to improve care delivered by healthcare professionals (HCPs), not as a replacement. 

AI also depends on the availability of very large amounts of data. If the data are not enough, not good quality, this limits the potential of AI to be useful. Furthermore, biases in data also introduce issues in terms of the potential for AI-enabled decisions themselves to be biased or discriminatory.

AI also has the potential to make wrong decisions, lead to overdiagnosis or overtreatment: reliability and safety are particularly critical in healthcare, where errors can have serious consequences. The EU framework on AI should take this into full consideration: it should clarify accountabilities and liabilities ensuring ample protection and safety. The exercise of rights should be made simple and not overly burdensome. In terms of risks related to AI, EPF calls for particular attention on the definition of high-risk AI in healthcare and a dedicated discussion on this topic inclusive of the views of patients.

Furthermore, lack of skills and digital health literacy, for both patients and HCPs can also limit the potential of AI in health and create potential dangers. Empowering people by enhancing skills and literacy is a precondition to make the most out of AI-based innovation. Furthermore, patients must be fully informed about the functionality, consequences, and possible consequences of AI incorporation in their healthcare pathways.

The points mentioned above should also apply beyond clinical practice, when AI is used to inform broader delivery of services, public health interventions, and policy making in the field of healthcare.

Considering this context and given the ongoing development of the EHDS, which is also covering AI in healthcare, it will be essential to ensure effective alignment and synergies between both these new frameworks and existing Regulations, to avoid unnecessary confusion, complexity and duplication that could potentially impede rather than facilitate progress and positive application of AI for the benefits for patients. Finally, the EU framework on AI should be ‘future-proof’ and able to adapt rapidly in response to technological evolution.

EPF’s views on AI, detailing the points shared above, can be found in our AI White Paper response (https://www.eu-patient.eu/globalassets/documents/1.-ai-white-paper_consultation-response_epf_statement-final.pdf) and in our response to the 2021 EHDS Consultation, where we specifically addressed AI (https://www.eu-patient.eu/globalassets/0.-ehds_epf-accompanying-paper---final_06-aug.pdf). 
",PUBLISHED,small,Michele,COM(2021)206,2021-08-06 12:13:10,withinfo,24212003,closed,61911227368-75,,
en,2665527,POL,ngo,Moje Państwo Foundation,Siwanowicz-Suska,"Please find attached the feedback of Moje Państwo Foundation to the European Commission’s proposed Artificial Intelligence Act.

",PUBLISHED,micro,Magdalena,COM(2021)206,2021-08-06 11:55:40,withinfo,24212003,closed,020222326905-75,,
en,2665526,GBR,company,Sky,MITTESTAINER,"We are analysing the proposal and will share a more detailed position at a later stage; however, we welcome this opportunity to share our initial reaction to the text. The proposed EU-wide, harmonised, value-based, legislative framework represents a positive step for the future of AI regulation. This framework should avoid a patchwork of conflicting rules developing across Europe and should stimulate the creation of common standards to provide businesses with clarity to invest in innovation. Likewise, the risk-based approach set out represents a proportionate approach to regulatory requirements. Yet, more precise definitions and obligations, better tailored to the nature of different types of AI and different industries, would provide enhanced safety measures whilst still encouraging growth and innovation. Further details can be found in the attached document.",PUBLISHED,large,Alberto,COM(2021)206,2021-08-06 11:51:42,withinfo,24212003,closed,62536168216-12,,
en,2665525,BEL,company,Mastercard,CESAR,"Mastercard welcomes the opportunity to provide feedback to the European Commission on the Proposal for a Regulation laying down harmonised rules on artificial intelligence.  

This consultation comes at a difficult moment for many individuals, communities and businesses. Nearly a year and a half into the COVID-19 pandemic, despite breakthrough vaccines, we are still fighting the tragic health implications of the virus and grappling with the new reality of physically distanced and increasingly digital lives. 

At a moment of increased vulnerability across the economy, AI-based tools, built on a robust governance framework, have helped Mastercard facilitate access to the digital economy, thus increasing trust in our payment network and solutions. 

Mastercard understands the importance of trust and decency. Clearly the events of the past 18 months have only underscored the need for these values in our lives and business relationships. Mastercard therefore fully supports the creation of a proportionate regulatory framework that will facilitate the uptake of trustworthy AI in the European Union and wishes to respectfully submit its comments on the following main topics: 
1.	Definitions and scope 
2.	Remote biometric identification  
3.	Requirements for high-risk AI systems 
4.	Enforcement and competent authorities

Please find attached our detailed position on those main topics.",PUBLISHED,large,Jasmien,COM(2021)206,2021-08-06 11:50:28,withinfo,24212003,closed,58204758673-16,,
fr,2665524,FRA,other,Fondation pour le droit continental,GROS,"Avec la proposition de règlement sur l’intelligence artificielle (IA) présentée le 21 avril 2021, la Commission européenne réaffirme l’importance stratégique de l’IA pour l'Europe et la nécessité d’encadrer son usage dans les différents secteurs d’application.  Nous tenons à saluer cette initiative unique dans le monde, qui place l’intelligence artificielle au centre des réflexions juridiques, politiques et sociétales, desquelles elle est désormais indissociable. En investissant le terrain règlementaire, l’Union Européenne entend se positionner en chef de file, comme elle l’a déjà fait avec le RGPD et c’est une excellente nouvelle.  

Comme avec le RGPD, l’objectif est d’instaurer un climat de confiance tout en permettant l’innovation. L’approche par les risques est équilibrée (I) pour permettre un juste déploiement des systèmes d’IA en Europe. Néanmoins, en raison de ses enjeux spécifiques et délicats, nous appelons à traiter le secteur de la Justice comme un secteur hautement sensible pour nos concitoyens (II). Nous regrettons que le texte soit trop restrictif et ne comprenne pas suffisamment les enjeux de la justice prédictive avec les garde-fous nécessaires au bon respect des droits fondamentaux des individus.

(Suite dans le document joint ""Note Règlement IA et Justice en Europe"" ",PUBLISHED,medium,Anne-Charlotte,COM(2021)206,2021-08-06 11:49:51,withinfo,24212003,closed,621032542798-37,,
en,2665521,BEL,ngo,Center for Data Innovation,Mueller,The Center for Data Innovation is pleased to respond to the European Commission’s request for feedback on the Artificial Intelligence Act. Please see the enclosed document for our comments. ,PUBLISHED,micro,Benjamin,COM(2021)206,2021-08-06 11:37:34,withinfo,24212003,closed,367682319221-26,,
en,2665520,ESP,company,Equifax,Holland,Please find Equifax's feedback in the attached file. ,PUBLISHED,large,Stuart,COM(2021)206,2021-08-06 11:32:47,withinfo,24212003,closed,232484027628-74,,
en,2665519,BEL,ngo,Standing Committee of European Doctors (CPME),SEEBOHM,"Dear Madam/Sir,

Please find attached in pdf the CPME Feedback on Commission Proposal for a Regulation on Artificial Intelligence.
Kind regards,

Annabel Seebohm

Annabel Seebohm, LL.M. (Auckland)
Secretary General
 
Comité Permanent des Médecins Européens
Standing Committee of European Doctors
15 Rue Guimard - 1040 Brussels
tel:    +32 2 732 72 02 
mob: +32 477 8132 44
annabel.seebohm@cpme.eu
www.cpme.eu

The Standing Committee of European Doctors (CPME) represents national medical associations across Europe. We are committed to contributing the medical profession’s point of view to EU institutions and European policy-making through pro-active cooperation on a wide range of health and healthcare related issues.




",PUBLISHED,micro,Annabel,COM(2021)206,2021-08-06 11:26:50,withinfo,24212003,closed, 9276943405-41,,
en,2665518,NOR,trade_union,Negotia,Bang,"Negotia would like to commend the European Commission for proposing legislation that represents an important step towards protecting fundamental rights when it comes to the rapidly evolving technology of artificial intelligence.  

It is our belief that new technology creates jobs and increased value for companies. As a trade union, we are nevertheless concerned that the proposed legislation does not provide employees with sufficient protection against the negative consequences of using artificial intelligence in the workplace. 

We fully support categorizing the use of artificial intelligence in the workplace as high-risk, based on the possible threat to workers' fundamental rights. The European Commission's proposal mentions, in particular, the use of artificial intelligence in recruitment processes, in decisions regarding promotions or termination of employment, in the distribution of work tasks or the monitoring and evaluation of employees. Negotia agrees that all of these areas have a major impact on the career opportunities and lives of individual workers. The use of artificial intelligence in these areas can easily be perceived as intrusive. Flaws in the technology used can, in worst case scenarios, lead to systematic discrimination. The introduction of artificial intelligence in these areas must therefore be treated with great caution.

Any introduction of artificial intelligence into an organization will affect the employees. It is our belief that the Commission's proposed legislation on the use of artificial intelligence in the workplace, does not provide adequate protection in the face of these risks. Negotia therefore believes that all artificial intelligence used in the workplace should be defined as high-risk.

Furthermore, the proposed regulation does not take into consideration the unique power dynamics in the workplace. The proposed system suggests that the users of artificial intelligence systems are mostly consumers. In the workplace, however, adopting new technology is a leadership decision. Even though it is the employees who risk the greatest negative consequences when introducing such systems, they may not be involved in the decision-making at all. If a new system is adopted, it is unlikely that any employee can choose to opt-out. Negotia believes this should be clearly reflected in the regulation of artificial intelligence in the workplace.

The proposed regulation also does not directly address the ethical implications of using artificial intelligence in the workplace. For instance: If the employer's purpose in using artificial intelligence is to monitor the employees, this may have a negative effect on them, even if the technological solution performs as intended. The undesirable effects of this kind of intrusive technology must be taken into account in the final regulation.

The proposed regulation does not address the role of shop stewards in ensuring that worker's rights are safeguarded when artificial intelligence is introduced in the workplace. The best solutions are found through local dialogue between management and worker's representatives. To ensure co-determination from employees, Negotia believes that the social dialogue should have a clearly defined role in the regulation of artificial intelligence in the workplace. We also believe that the conformity assessment of artificial intelligence solutions that are intended to be used in the workplace should be performed by an independent third party.

In conclusion, Negotia believes the European Commission's proposal to regulate artificial intelligence, is a great step in the right direction, but that it has clear weaknesses when it comes to regulating technology in the workplace. Further measures should be put in place to ensure workers' rights, in the face of technological developments.

We are grateful for the opportunity to provide feedback on the proposal,and look forward to following the legislative process going forward.",PUBLISHED,large,Heidi,COM(2021)206,2021-08-06 11:17:53,withinfo,24212003,closed,,,
en,2665517,DEU,company,ZVEI e.V.,WIRTHS,"ZVEI welcomes the ambitious goal of the EU-Commission to promote and facilitate the uptake of Trustworthy AI in Europe. The EU-Commission puts forward a proposal for a harmonised European approach addressing potential risks and uses of AI applications. 

We plead ​to also focus on the immense opportunities related to the uptake of AI. Every market access regulation such as the proposed AI Act, carries the risk of hindering innovation as it sets down requirements for the placing on the market of products including certain technologies. Therefore, each provision in the proposal needs to be carefully examined and justified in particular for its potential impact on innovation and technological development. AI research and development should be strengthened on a European level, experimental space (i.e. regulatory sandboxes) should be provided for, as well as fostering both the continuous evolution of the technology and the understanding of the associated risks. Next to promoting a trustworthy, human-centric approach that aims at tackling risks linked to the usage of AI-technology, a future-proof AI regulation should also facilitate innovation and promote the general goal of boosting AI development and deployment across businesses in Europe. 

Industrial artificial intelligence is already a key driver for securing the future of European and German industry in a competitive global environment. AI is used in many applications and domains, as well as in public and private sectors. The deployment of industrial AI can optimise production processes and enable new levels of efficiency. In this way, AI can also make a significant contribution to resource efficiency and sustainability. As an enabling industry at the interface between IT and production world, the electrical industry has a key role to play in facilitating and implementing artificial intelligence in different application contexts. 

ZVEI welcomes the risk-based approach whereby the applicability of stricter requirements for placing on the market and putting into service of AI-based products is limited only to high-risk AI systems. However, the legislator should carefully assess regulatory gaps, inconsistencies and redundancies when addressing AI as a technology in its entirety. Particularly, in the case of AI embedded in products, potential risks regarding product safety and security are already covered by existing harmonisation legislation,or by functional constraints, where products can only act within their intended purpose. 

ZVEI in principle supports the NLF (New Legislative Framework) approach taken by the EU-Commission referring to established methods of conformity assessment in existing Union harmonisation legislation (Annex II). However, the Commission proposal contains a large number of additional requirements and obligations as compared to the NLF and the EU legislation based on it. Specific justification therefore is necessary for those additional elements, since established Union harmonisation legislation has proved to be effective in addressing public interest protection issues. This horizontal AI regulation should be discussed together with the relevant harmonised and sector-specific legislation and hence, needs to be in line with, and should ideally refer to, the conformity assessment procedures such as defined by the NLF (cf. Decision 768/2008/EC). In this respect the NLF provides the important basis to reach the necessary consistency over the relevant pieces of legislation.

The legislator should carefully review and narrow down the scope of the proposed AI regulation, as the currently proposed AI definition is much too broad. It would not only cover AI products, but also applications that use pure statistical and knowledge-based approaches used for conventional data analysis and software that has been well-established for a long time. 

Our detailed comments can be found in the attached paper. ",PUBLISHED,medium,Franziska,COM(2021)206,2021-08-06 11:14:54,withinfo,24212003,closed,94770746469-09,,
en,2665516,ITA,company,Enel SpA,Díaz,"Dear Members of DG CNECT A.2,

Enel SpA, a multinational company in the energy sector, highly appreciates the EC proposal for a regulation aimed to create the conditions for an ecosystem of trust for Artificial Intelligence products and services, on the EU market. 

To provide feedback  on the EC proposal, Enel wrote its views in the enclosed document for your kind consideration.

Please, let us know if you require additional information or further clarification regarding Enel´s response.

With best regards,

Almudena Diaz on behalf of Enel SpA
",PUBLISHED,large,Almudena,COM(2021)206,2021-08-06 11:08:58,withinfo,24212003,closed,,,
en,2665515,DEU,company,Volkswagen AG,Brecht,"Volkswagen AG very much welcomes the AI Act and its risk-based approach, and understands and supports the unique opportunity that the European Commission has in advancing the safe and trustworthy use of AI.  We believe that this approach will give Europe a competitive advantage on the long-term development and deployment of AI systems.
Besides our attached feedback we clearly indicate our support of the feedback to the AI Act given by the European Automobile Manufacturers Association (ACEA).",PUBLISHED,large,Benedikt,COM(2021)206,2021-08-06 11:08:45,withinfo,24212003,closed,6504541970-40,,
en,2665514,LTU,ngo,Artificial Intelligence Association of Lithuania (AIAL),Petkevičius,The feedback of the Artificial intelligence association of Lithuania on AIA provided is attached file.,PUBLISHED,medium,Linas,COM(2021)206,2021-08-06 11:07:12,withinfo,24212003,closed,677615842341-26,,
en,2665510,BEL,ngo,Council of European Dentists (CED),Heilpern,"The Council of European Dentists (CED) welcomes the European Commission’s Proposal for a Regulation on AI to establish a legal framework on AI Systems and believes it to be a step in the right direction in the EU’s effort to categorize AI applications according to risk and acceptability.
As in other sectors, AI is also increasingly applied in healthcare, and dentistry is no exception. The human factor is particularly relevant for professions such as dentists that are relying on patient trust. Algorithms can help dentists in making diagnoses, guided by the principles of patient-centered health care, but the CED believes that they should never replace them in this task. In healthcare, trust and empathy are of crucial importance and cannot be replaced. Thus, suitable regulatory frameworks are required to assure their safe usage and to define the boundaries of AI applications in healthcare.

Apart from diagnosis, treatment and patient management, the CED recognises the wider potential for the application of AI in dentistry. An example of recent innovation could be AI-driven orthodontics where AI could offer automation of the procedure i.e., going from the 3D scan to the appliance without any user intervention. This would mean that AI would take over several steps that are now done by humans and allow for fully customised and personalised appliances. AI application in implantology and endodontics creates even more opportunities for more precise treatment and preventive actions. Robotic dental procedures would require AI for vision, instrument manipulation and real-time decision making.

We would like to share the following key points to ensure that the application of AI in healthcare benefits patients:
-	The draft Regulation needs to establish clarity as to the conditions under which AI processes can be used, especially in view of the MDR Regulation (EU) 2017/745. There is concern that the existence of different risk assessments under the AI and MDR might create confusion. We believe that this is needed for legal certainty and consistency reasons and to avoid interpretation issues. 
-	The draft Regulation would need to clarify how human oversight and the provision of information to users is defined and applicable, especially, examples from medical device software would be appreciated. Algorithmic transparency is also crucial to ensure patient rights to information and explanation of how a decision might have been reached. Clear standards and legally binding assessment criteria to ensure transparency of AI systems in healthcare are needed.
-	The draft Regulation should ensure full respect of EU data protection rules (notably the GDPR), while observing the balance between the interests of advancements in medical research and citizen protection.
-	The list of high-risk AI systems detailed in Annex III of the draft Regulation currently lacks some use cases which involve significant risks, such as the use of AI for assessing medical treatments or for health research purposes. The Annex will need to be regularly updated to ensure that its scope is appropriate.
-	To digitally revolutionize the healthcare system, an educated, well-trained workforce is paramount. The EU and Member States should put in place mechanisms to ensure professional and educational assistance to both patients and the healthcare professionals to better understand and assess AI decision-making. Priority should be given to the implementation of digital skills education into the healthcare studies curriculum.  Professionals should have the opportunity to undertake courses on algorithm functioning, as well as receiving adequate training on AI tools management. The workforce needs to be appropriately trained and financially supported during the introduction and application of AI systems in healthcare settings. Understanding AI processes and their application is a first step in supporting confidence in AI technologies among healthcare professionals, including dentists.",PUBLISHED,micro,Caroline,COM(2021)206,2021-08-06 10:38:01,withinfo,24212003,closed,4885579968-84,,
en,2665508,DEU,business_association,German Banking Industry Committee,Lüke,"
Dear Sir or Madam,

Please find enclosed the statement of the German Banking Industry Committee on the European Commission's proposed regulation on the regulation of artificial intelligence (AI act).

Sincerely,
Dr. Wiebke Lüke
",PUBLISHED,large,Wiebke,COM(2021)206,2021-08-06 10:36:00,withinfo,24212003,closed,52646912360-95,,
en,2665507,GBR,academic_research_instittution,Global Digital Foundation,Higgins,"We propose the addition of an article mandating the requirement contained in Whereas clause 60  (repeated below) for third parties to cooperate with providers and users. This would provide legal certainty for all actors in the value chain. It would ease the compliance burden for providers and AI value chain actors. It would increase public trust in AI.
 
“In the light of the complexity of the artificial intelligence value chain, relevant third parties, notably the ones involved in the sale and the supply of software, software tools and components, pre-trained models and data, or providers of network services, should cooperate, as appropriate, with providers and users to enable their compliance with the obligations under this Regulation and with competent authorities established under this Regulation.”
 
The additional article should place an obligation on these relevant third parties to provide such technical information as is required by providers and users to meet their obligations under this regulation.",PUBLISHED,micro,John,COM(2021)206,2021-08-06 10:26:31,withinfo,24212003,closed,686462040358-12,,
en,2665505,USA,company,Twilio,Michalowitz,"Twilio welcomes the opportunity to engage further with the European Commission on its proposal regarding appropriate rules for the use of Artificial Intelligence (AI). Twilio has already submitted a response to the European Commission’s White Paper on Artificial Intelligence – A European Approach and to the Inception Impact Assessment on developing requirements for Artificial Intelligence.

Twilio appreciates the risk-based approach the Commission is taking to address AI, and the Commission’s efforts to ensure that the huge potential that this technology has is fulfilled. Although still in its early stages, AI is already enabling businesses to deliver high quality engagement with an ever larger number of customers. Today, AI supports businesses in interacting with customers, routing calls and sending emails among many other possible use cases which continue to emerge.  However, Twilio is aware that the benefits of this developing technology come with certain risks that need to be managed. 

Twilio acknowledges the Commission’s efforts in developing a balanced proposal. Further engagement with industry stakeholders as part of developing its legislative approach and ensuring that any legislation is as  ‘future-proof’ as possible is important. While Twilio supports the Commission’s overall approach, a number of aspects of the proposal should be reviewed in order to ensure its overall objectives can be achieved.

In particular, Twilio believes modifications in the following areas would ensure that the legislation is more proportionate and effective: 
- Clarifying the responsibilities of general purpose software providers
- Defining AI systems appropriately to ensure legal certainty and targeted regulation
- Narrowing the list of AI systems determined to be high-risk
- Turning assessment procedures into guidelines based on standards, not static check-the-box exercises 

More details on these points are outlined in the attached document, in order of their appearance in the proposal.",PUBLISHED,large,Irina,COM(2021)206,2021-08-06 10:16:52,withinfo,24212003,closed,067223231522-58,,
en,2665504,BEL,eu_citizen,,HELLEPUTTE,See attached document.,PUBLISHED,,Thibault,COM(2021)206,2021-08-06 10:00:00,withinfo,24212003,closed,,,
de,2665503,DEU,other,Deutscher Anwaltverein ,Adzakpa,"Siehe vollständige SN in der PDF-Datei.

1. Grundsätzlicher Ansatz der Regulierung
Der grundsätzliche Ansatz der Regulierung in Form einer horizontalen Regulierung sowie die Grundpfeiler für hochriskante KI-Systeme sind zu begrüßen, namentlich:
-	eine verstärkte Verpflichtung zum Qualitäts- und Risikomanagement (Art. 9 und 17) einschl. Post Market Monitoring (Art. 61),
-	eine stärkere Regulierung von Trainings- und Testdaten (Art. 10 und 9 Abs. 5 – 7),
-	eine Forderung eines Event Logging (Art. 12, 16 lit. a) und d) bzw. Art. 29 Abs. 5) sowie schließlich
-	die Beobachtungspflichten nicht nur des Anbieters, sondern auch des Nutzers (Art. 29 Abs. 4).

2. Gegenstand und Reichweite der Regulatorik
Annex I des Entwurfs fasst die regulierten Systeme sehr weit und schließt normale Expertensysteme sowie Such- und Optimierungsmethoden ein. Zu prüfen ist, ob als KI mittels des Annex I nur solche Systeme definiert werden sollten, deren Entscheidungen bzw. deren Verhalten (als mit zumutbaren Mitteln) praktisch unvorhersehbar anzusehen sind.  
Soweit dann nach dem KI-VO-E ein Fall künstlicher Intelligenz vorliegt, unterscheidet diese zwar zu Recht verschiedene Stufen der KI; die vorgesehene Dreistufigkeit erscheint jedoch teils etwas willkürlich. 

3. Umfang und Aufbau des Verordnungsentwurfs / Regelungstechnik
Die Gesamtverordnung ist sehr lang und in ihrer Struktur durchaus komplex. Dieses dürfte zu gewissen Anwendungsschwierigkeiten und u.U. auch zu Rechtsunsicherheiten führen. Die Regelungen sind von unterschiedlicher Regelungstiefe. Teils werden echte Details, teils nur grobe Linien vorgegeben. Hier sollten die allgemeinen Prinzipien deutlicher herausgearbeitet und mit anderen Prinzipien des europäischen Produktsicherheits-, aber auch des Produkthaftungsrechts abgeglichen werden. Damit würde auch die Rechtssicherheit erhöht.

4. Einzelregelungen und Aspekte
-	Inhaltlich zu hinterfragen ist, warum Nutzer im Sinne der geplanten Verordnung nur professionelle Nutzer sind (Art. 3 Abs. 4).
-	Kritisch zu hinterfragen ist, dass biometrische Identifikationssysteme weitgehend nur verboten sind, wenn sie in Realtime funktionieren (Art. 5 Nr. 1 lit. d))
-	Auffällig ist, dass in Art. 9 für Sicherheitsmaßnahmen nur der anerkannte Stand der Technik gefordert wird.
-	Nicht realistisch erscheint die Anforderung in Art. 10 Abs. 3 S. 1, nach der Trainings-, Validierungs- und Testdatensätze relevant, repräsentativ, fehlerfrei und vollständig sein müssen
-	Widersprüchlich ist es, wenn in Art. 28 Abs. 2 der Anbieter teils per se aus der Verantwortlichkeit entlassen wird, wenn die KI-Systeme signifikant verändert bzw. entgegen ihrem Verwendungszweck genutzt werden. Dieses widerspricht dem grundsätzlichen Ansatz sowohl des Produkthaftungsrechts als auch des KI-VO-E (vgl. etwa Art. 9 Abs. 2 lit. b), 4 lit. c), 13 Abs. 3 lit. b) (iii) und 14 Abs. 2), nachdem auch immer der zu erwartende Missbrauch eines Systems vom Anbieter mitberücksichtigt werden sollte.
-	Innovationschädlich könnten (je nach Gebrauchsanweisung) über die Beobachtungspflichten hinausgehende Überwachungspflichten des Nutzers im Sinne eines permanenten Monitoring sein (Art. 29 Abs. 4).

5. Daten- und Geheimnisschutz
Die aus Sicht des öffentlichen Sicherheits- und des Zivilrechts zu begrüßende, vom KU-VO-E geforderte umfassende Datenaufzeichnung (insb. von Eventlogs) und Dokumentation kollidiert mit dem Daten- und Geheimnisschutz. 

6. Regulatorik und KMUs 
Zu fragen ist, ob die KI-Reallabore (Sandboxes), wie sie in Art. 53 f. geregelt sind, im Rahmen des verfassungsrechtliche Zulässigen (Gleichberechtigung) ausgeweitet werden sollten, um KMUs die Entwicklung innovativer KI-Systeme und auch deren Erprobung in der Praxis zu ermöglichen

7. Sonstige Konsequenzen
Die KI-VO wird, wenn sie in Kraft tritt, direkte Auswirkungen auf das nationale Recht haben. Insofern fragt sich, ob nicht einige der Regelungen der KI-VO-E den Akteuren zu weit reichende Pflichten und damit Haftungsrisiken auferlegten.",PUBLISHED,medium,Hannah,COM(2021)206,2021-08-06 09:57:10,withinfo,24212003,closed,87980341522-66,,
en,2665502,BEL,other,AI4Belgium,Ackerman,"Key feedback points
1)	Overall, the proposed regulatory framework is much appreciated and welcomed.
2)	The proposal’s “list-based” approach risks being incomplete, and it requires periodic assessments.
3)	The scope of the proposal requires further refinement, and overlap with sectorial legislation that already covers AI needs to be more closely considered.
4)	Further clarifications are needed for certain terms that are used throughout the proposal. 
5)	The requirement of ex ante third party conformity assessments could potentially be extended in certain cases.
6)	Some open questions remain around the value of the proposed CE label.
7)	Concerns about the regulation’s enforcement mechanism should be addressed.
8)	There is a need for guidance as to how the requirements should be implemented.
9)	Additional efforts are needed to stimulate innovation. 
10)	More attention should be given to the impact of AI on societal interests and the environment.
",PUBLISHED,large,Nathanael,COM(2021)206,2021-08-06 09:55:40,withinfo,24212003,closed,,,
en,2665501,BEL,other,AI4Belgium,,"Key feedback points
1)	Overall, the proposed regulatory framework is much appreciated and welcomed.
2)	The proposal’s “list-based” approach risks being incomplete, and it requires periodic assessments.
3)	The scope of the proposal requires further refinement, and overlap with sectorial legislation that already covers AI needs to be more closely considered.
4)	Further clarifications are needed for certain terms that are used throughout the proposal. 
5)	The requirement of ex ante third party conformity assessments could potentially be extended in certain cases.
6)	Some open questions remain around the value of the proposed CE label.
7)	Concerns about the regulation’s enforcement mechanism should be addressed.
8)	There is a need for guidance as to how the requirements should be implemented.
9)	Additional efforts are needed to stimulate innovation. 
10)	More attention should be given to the impact of AI on societal interests and the environment.
",PUBLISHED,large,,COM(2021)206,2021-08-06 09:54:36,anonymous,24212003,closed,,,
